Facility ID,Name,Address,City,State,Zip,Location confidence,Purpose,Operator,Tenant,Location determination,Info source 1,Info source 2,Info source 3,Info source 4,Info source 5,Info source 6,Info source 7,Info source 8,Lat,Long,Date created,Date updated,SizeRank (numeric),Power source,Number of buildings,Cooling source,Facility size (sq ft),Cooling type,Property Size (acres),Project cost,Other info,Status,Status detail,Expected date online,County,Community push-back,Community group website,Information source
65,Atlanta Metro DC2,1025 Jefferson Street NW,Atlanta,GA,30318,High,,QTS Data Centers,,Other sources,https://qtsdatacenters.com/-/media/resources/data-sheets/qts_data-sheet_atl1-dc2.pdf,https://qtsdatacenters.com/data-centers/atlanta-1/,,,,,,,33.776470,-84.419548,10/16/2025,10/16/2025,4,,,,"495,000",,,,Part of a campus (Project Granite): https://baxtel.com/data-center/qts-atlanta-metro,Operating,,,Fulton,,,Sci4GA
108,Atlanta Metro DC3,953 Herndon Street,Atlanta,GA,30318,High,,QTS Data Centers,,Other sources,https://www.datacenters.com/qts-atlanta-3-dc1,https://qtsdatacenters.com/data-centers/atlanta-1/,,,,,,,33.781212,-84.422523,10/16/2025,10/16/2025,1,,,,,,,,Part of a campus (Project Granite): https://baxtel.com/data-center/qts-atlanta-metro,Operating,,,Fulton,,,Sci4GA
71,Atlanta Metro DC4,1103 Herndon Street,Atlanta,GA,30318,High,,QTS Data Centers,,Other sources,https://www.datacenters.com/qts-atlanta-4-dc1,https://qtsdatacenters.com/data-centers/atlanta-1/,,,,,,,33.784534,-84.422508,10/16/2025,10/16/2025,1,,,,,,,,Part of a campus (Project Granite): https://baxtel.com/data-center/qts-atlanta-metro,Operating,,,Fulton,,,Sci4GA
94,ATLDC 55 Marietta,55 Marietta Street (Suite 1740),Atlanta,GA,30303,High,,ATLDC,,Other sources,https://baxtel.com/data-center/atldc-55-marietta,,,,,,,,33.755852,-84.391068,10/16/2025,10/16/2025,1,,,,"9,000",,,,,Operating,,,Fulton,,,Sci4GA
105,CODA at Tech Sq (GA Tech High Performance Computing Center),771 Spring Street,Atlanta,GA,30308,High,,Georgia Tech Foundation,,Other sources,https://apps.dca.ga.gov/DRI/AppSummary.aspx?driid=2569,,,,,,,,33.775509,-84.388680,10/16/2025,10/16/2025,3,,,,"93,000",,,,,Operating,,,Fulton,,,Sci4GA
95,Cogent Data Center Atlanta 1,55 Marietta Street NW (Suite 950),Atlanta,GA,30303,High,,Cogent Communications,,Other sources,https://baxtel.com/data-center/cogent-atlanta-55-marietta,,,,,,,,33.755852,-84.391068,10/16/2025,10/16/2025,1,,,,,,,,,Operating,,,Fulton,,,Sci4GA
73,Cogent Data Center Atlanta 2,1190 Allene Ave SW,Atlanta,GA,30310,High,,Cogent Communications,,Other sources,https://www.datacentermap.com/usa/georgia/atlanta/cogent-data-center-atlanta-2/specs/,,,,,,,,33.722496,-84.412796,10/16/2025,10/16/2025,1,,,,"36,172",,,,,Operating,,,Fulton,,,Sci4GA
68,Coloblox (HQ),1100 Circle 75 Pkwy,Atlanta,GA,30339,High,,Coloblox,,Other sources,https://baxtel.com/data-center/coloblox,,,,,,,,33.889721,-84.465515,10/16/2025,10/16/2025,1,,,,,,,,,Operating,,,Cobb,,,Sci4GA
87,ColoCrossing GA1,34 Peachtree St,Atlanta,GA,30303,High,,ColoCrossing,,Other sources,https://www.colocrossing.com/wp-content/uploads/2017/01/CC-one-pagers-11.pdf,,,,,,,,33.755016,-84.389626,10/16/2025,10/16/2025,2,,,,"10,000",,,,,Operating,,,Fulton,,,Sci4GA
104,DataBank ATL1 (Midtown),760 W Peachtree St NW,Atlanta,GA,30308,High,,DataBank,,Other sources,https://baxtel.com/data-center/databank-atlanta-atl1,,,,,,,,33.775368,-84.387764,10/16/2025,10/16/2025,2,,,,"38,260",,,,,Operating,,,Fulton,,,Sci4GA
69,DataBank ATL2 (West End),1100 White St SW,Atlanta,GA,30310,High,,DataBank,,Other sources,https://baxtel.com/data-center/zcolo-atlanta,,,,,,,,33.733864,-84.425735,10/16/2025,10/16/2025,2,,,,"98,300",,,,,Operating,,,Fulton,,,Sci4GA
72,DataBank ATL3 (West End),1150 White St SW,Atlanta,GA,30310,High,,DataBank,,Other sources,https://www.datacenterdynamics.com/en/news/databank-to-expand-atlanta-data-center/,,,,,,,,33.734482,-84.426498,10/16/2025,10/16/2025,2,,,,,,,,,Operating,,,Fulton,,,Sci4GA
81,DataBank ATL4 (South Fulton),200 Selig Drive SW,Atlanta,GA,30336,High,,DataBank,,Other sources,https://www.datacenterhawk.com/colo/databank/200-selig-drive-sw/atl4,,,,,,,,33.750492,-84.548149,10/16/2025,10/16/2025,3,,,,"212,710",,,,,Proposed,,,Fulton,,,Sci4GA
64,EDC ATL01,1003 Donnelly Avenue SW,Atlanta,GA,30310,High,,EdgeConnex,,Other sources,https://baxtel.com/data-center/edgeconnex-atl01,,,,,,,,33.729359,-84.420151,10/16/2025,10/16/2025,2,,,,"29,527",,,,Part of a campus: https://baxtel.com/data-center/edgeconnex-atlanta-campus,Operating,,,Fulton,,,Sci4GA
70,EDC ATL02,1101 Donnelly Avenue,Atlanta,GA,30310,High,,EdgeConnex,,Other sources,https://baxtel.com/data-center/edgeconnex-atl02,,,,,,,,33.731815,-84.423622,10/16/2025,10/16/2025,3,,,,"91,980",,,,,Operating,,,Fulton,,,Sci4GA
110,EdgeConneX,Stonewall Tell Rd,Atlanta,GA,30349,Medium,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/ta-realty-files-for-1-million-sq-ft-data-center-campus-outside-atlanta-georgia/,,,,,,,,33.635000,-84.581900,6/24/2025,6/24/2025,5,,,,,,,,,Proposed,,,,,,Media Monitoring
78,Edged ATL01-1,1800 Thomas Street NW,Atlanta,GA,30318,High,,Edged Energy,,Other sources,https://cdn.prod.website-files.com/62f4046c4606ae485a2c58ec/66c39e92b470df059c06bccf_ATL01-1_Spec%20Sheet_240814_Digital.pdf,https://www.edged.us/atlanta,,,,,,,33.808399,-84.454689,10/16/2025,10/16/2025,3,,,,,,,,,Operating,,,Fulton,,,Sci4GA
79,Edged ATL01-2,1760 Thomas Street NW,Atlanta,GA,30318,High,,Edged Energy,,Other sources,https://www.datacentermap.com/usa/georgia/atlanta/edged-atl2/specs/,https://www.edged.us/atlanta,,,,,,,33.808399,-84.454689,10/16/2025,10/16/2025,4,,,,,,,,,Operating,,,Fulton,,,Sci4GA
80,Edged ATL01-3,1740 Thomas Street NW,Atlanta,GA,30318,High,,Edged Energy,,Other sources,https://www.edged.us/news/edged-atlanta-begins-construction-on-180-mw-ultra-efficient-mega-project,https://www.edged.us/atlanta,,,,,,,33.808399,-84.454689,10/16/2025,10/16/2025,3,,,,,,,,,Operating,,,Fulton,,,Sci4GA
75,Equinix Atlanta AT1,180 Peachtree Street NW (2nd & 6th floors),Atlanta,GA,30303,High,,Equinix,,Other sources,https://baxtel.com/data-center/equinix-atlanta-at1,,,,,,,,33.758602,-84.387856,10/16/2025,10/16/2025,2,,,,,,,,,Operating,,,Fulton,,,Sci4GA
100,Equinix Atlanta AT2 AT3,56 Marietta Street NW (5th and 6th Floors),Atlanta,GA,30303,High,,Equinix,,Other sources,https://baxtel.com/data-center/equinix-atlanta-at2-at3,,,,,,,,33.755428,-84.391457,10/16/2025,10/16/2025,2,,,,,,,,,Operating,,,Fulton,,,Sci4GA
90,Equinix Atlanta AT4,450 Interstate Parkway North,Atlanta,GA,30339,High,,Equinix,,Other sources,https://www.datacentermap.com/usa/georgia/atlanta/equinix-at4/specs/,,,,,,,,33.895363,-84.453636,10/16/2025,10/16/2025,3,,,,,,,,,Operating,,,Cobb,,,Sci4GA
97,FOGO Atlanta,56 Marietta Street,Atlanta,GA,30303,High,,FOGO Solutions,,Other sources,https://baxtel.com/data-center/fogo-atlanta,,,,,,,,33.755428,-84.391457,10/16/2025,10/16/2025,1,,,,,,,,,Operating,,,Fulton,,,Sci4GA
88,H5 Atlanta,345 Courtland Street NE,Atlanta,GA,30308,High,,H5 Data Centers,,Other sources,https://baxtel.com/data-center/h5-atlanta,,,,,,,,33.765129,-84.383659,10/16/2025,10/16/2025,2,,,,"110,000",,,,leases to Lumen Atlanta 1,Operating,,,Fulton,,,Sci4GA
77,Intero Systems,1800 Phoenix Blvd (Suite 201),Atlanta,GA,30349,High,,Intero Systems,,Other sources,https://www.datacentermap.com/usa/georgia/atlanta/intero-systems/,,,,,,,,33.613178,-84.447037,10/16/2025,10/16/2025,1,,,,,,,,,Operating,,,Fulton,,,Sci4GA
76,Lumen Atlanta 2,180 Peachtree Street NW (Third and Fourth Floors),Atlanta,GA,30303,High,,Lumen,,Other sources,https://baxtel.com/data-center/level3-atlanta-180-peachtree,,,,,,,,33.758602,-84.387856,10/16/2025,10/16/2025,1,,,,,,,,,Operating,,,Fulton,,,Sci4GA
107,Lumen Atlanta 5,953 Donnelly Avenue SW,Atlanta,GA,30310,High,,Lumen,,Other sources,https://baxtel.com/data-center/level3-atlanta-953-donnelly,,,,,,,,33.728493,-84.418716,10/16/2025,10/16/2025,2,,,,"2,400",,,,,Operating,,,Fulton,,,Sci4GA
106,Lumen Atlanta 6,874 Dekalb Avenue NE,Atlanta,GA,30307,High,,Lumen,,Other sources,https://baxtel.com/data-center/level3-atlanta-874-dekalb,,,,,,,,33.754791,-84.358734,10/16/2025,10/16/2025,1,,,,,,,,,Operating,,,Fulton,,,Sci4GA
102,Lumen Doraville 1,6855 Crescent Dr,Atlanta,GA,30340,High,,Lumen,,Other sources,https://baxtel.com/data-center/level3-atlanta-doraville,,,,,,,,33.908089,-84.236206,10/16/2025,10/16/2025,1,,,,,,,,,Operating,,,Gwinnett,,,Sci4GA
86,Marrietta Data Center,2812 Spring Road SE (Suite 210),Atlanta,GA,30339,High,,Coloblox,,Other sources,https://www.datacentermap.com/usa/georgia/atlanta/coloblox-marietta-data-center/specs/,,,,,,,,33.884117,-84.472290,10/16/2025,10/16/2025,1,,,,,,,,,Operating,,,Cobb,,,Sci4GA
109,Microsoft: Project Fulton,Ben Hill Rd,Atlanta,GA,30349,Medium,,Microsoft,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/microsoft-buys-125-acre-site-in-fulton-county-georgia/,,,,,,,,33.641210,-84.516700,6/25/2025,6/25/2025,1,,,,"250,000",,125,$30 million,,Proposed,,,,,,Media Monitoring
85,Southern Telecom Atlanta,270 Peachtree Street NE,Atlanta,GA,30303,High,,Southern Telecom,,Other sources,https://baxtel.com/data-center/southern-telecom-atlanta,,,,,,,,33.762527,-84.387886,10/16/2025,10/16/2025,2,,,,,,,,,Operating,,,Fulton,,,Sci4GA
67,Spring Street,1055 Spring Street NW,Atlanta,GA,30309,High,,Sunguard,,Other sources,https://baxtel.com/data-center/sungard-atlanta-1055,,,,,,,,33.783440,-84.388618,10/16/2025,10/16/2025,1,,,,,,,,,Operating,,,Fulton,,,Sci4GA
96,Vantage: Stacks Rd project,5531 Mallory Rd,Atlanta,GA,30349,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/vantage-files-for-two-data-center-campuses-outside-atlanta-georgia/,,,,,,,,33.606570,-84.530400,6/25/2025,6/25/2025,1,,,,"696,980",,,,,Proposed,,,,,,Media Monitoring
101,Vantage: Westlake Project,6605 Plummer Rd SW,Atlanta,GA,30331,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/vantage-files-for-two-data-center-campuses-outside-atlanta-georgia/,,,,,,,,33.706820,-84.583300,6/25/2025,6/25/2025,1,,,,"750,000",,,,,Proposed,,,,,,Media Monitoring
74,Windstream Atlanta,1593 NE Expressway,Atlanta,GA,30329,High,,Windstream,,Other sources,https://www.datacentermap.com/usa/georgia/atlanta/nuvox-atlanta/,,,,,,,,33.835022,-84.327179,10/16/2025,10/16/2025,4,,,,"1,300",,,,,Operating,,,Dekalb,,,Sci4GA
111,T5: Project Eisenhower,2111 Powell Rd,Augusta,GA,30909,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/plans-filed-to-expand-former-t5-campus-site-in-augusta-georgia/,,,,,,,,33.438830,-82.155700,6/25/2025,6/25/2025,1,,,,"2,150,000",,,,,Approved/Permitted/Under construction,,,,,,Media Monitoring
112,Amazon data center,unknown location,Barnesville,GA,30204,Low,,Amazon,,Google Maps and other sources,https://www.blackenterprise.com/amazon-land-development-georgia-da,https://www.wabe.org/amazon-purchases-270-million-land-development-for-data-center-use-outside-of-atlanta/,,,,,,,33.055630,-84.122200,8/9/2025,8/9/2025,1,,,,,,985,$270 million,,Proposed,,,,,,Media Monitoring
213,Central Coweta Industrial Phase II,between Amlajack Boulevard and Coweta Industrial Parkway,,GA,,High,,"Central Coweta Industrial LLC, Brent Holdings",,Other sources,https://www.times-herald.com/news/new-proposed-4-billion-data-center-development-under-review-in-coweta/article_2fad1ded-9f1c-4b67-9be1-29a4f027a3d3.html,,,,,,,,33.425179,-84.728569,10/16/2025,10/16/2025,1,,,,"24,000,000",,,,,Proposed,,,Coweta,,,Sci4GA
113,FOGO Carrollton,340 Tom Reeve Drive,Carrollton,GA,30177,High,,FOGO Solutions,,Other sources,https://www.datacentermap.com/usa/georgia/carrollton/atlanta-region/specs/,,,,,,,,33.558292,-85.090668,10/16/2025,10/16/2025,1,,,,,,,,,Operating,,,Carroll,,,Sci4GA
114,Project Bunkhouse,14 Taff Rd,Cartersville,GA,30120,High,,Gaines Family Land LLC,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/application-filed-for-86-million-sq-ft-data-center-project-outside-atlanta-georgia/,https://apps.dca.ga.gov/DRI/InitialForm.aspx?driid=4433,,,,,,,34.099800,-84.916700,5/25/2025,5/25/2025,5,,,,"8,600,000",,,,complete by 2035?,Proposed,,,Bartow,,,Media Monitoring and Sci4GA
115,Switch,40 Bates Rd,Cartersville,GA,30120,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/switch-to-invest-772-million-in-second-georgia-campus-outside-atlanta/,,,,,,,,34.114290,-84.793800,5/25/2025,5/25/2025,1,,,,,,126,$772 million,"complete 2026, full build-out 2046",Unknown,,,,,,Media Monitoring
116,ATL Data Center,2380 Godby Park,College Park,GA,30349,High,,ATL Data Centers LLC,,Other sources,,,,,,,,,33.614918,-84.467186,10/16/2025,10/16/2025,2,,,,"40,000",,,,,Operating,,,Fulton,,,Sci4GA
117,Lumen College Park,4311 Best Rd,College Park,GA,,High,,Lumen,,Other sources,https://www.datacentermap.com/usa/georgia/atlanta/lumen-college-park/,,,,,,,,33.637642,-84.458496,10/16/2025,10/16/2025,1,,,,,,,,,Operating,,,Fulton,,,Sci4GA
118,Stacks/College Park,4380 Stacks Road,College Park,GA,30349,High,,Vantage Data Centers,,Other sources,https://apps.dca.ga.gov/DRI/AppSummary.aspx?driid=4257,,,,,,,,33.708233,-84.529961,10/16/2025,10/16/2025,5,,,,"696,981",,,,,Operating,,,Fulton,,,Sci4GA
119,Union City (ATL11),4810 Stonewall Tell Rd,College Park,GA,30349,Medium,,Microsoft,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/21-million-sq-ft-data-center-campus-proposed-outside-atlanta-georgia/,https://apps.dca.ga.gov/DRI/AppSummary.aspx?driid=4235,https://www.datacenterfrontier.com/hyperscale/article/55126626/details-emerge-on-microsofts-18-billion-investment-in-atlanta-data-centers-amid-tax-development-wrangles,,,,,,33.624989,-84.562042,7/5/2025,7/5/2025,5,,,,"2,100,000",,,,Developed by Burr Computer Environments,Approved/Permitted/Under construction,,,Fulton,,,Media Monitoring and Sci4GA
120,JMF IXP Farm Colombus,8 Corporate Ridge Pkwy,Columbus,GA,31907,High,,JMF Solutions,,Other sources,https://www.datacentermap.com/usa/georgia/atlanta/ixp-farm-columbus/,,,,,,,,32.498444,-84.883575,10/16/2025,10/16/2025,3,,,,"50,000",,,,,Operating,,,Muscogee,,,Sci4GA
121,DC BLOX Atlanta East Campus,1726 Farmer Road,Conyers,GA,30012,High,,DC BLOX,,Other sources,https://www.datacentermap.com/usa/georgia/atlanta/dc-blox-atlanta-east/specs/,https://www.dcblox.com/data-centers/rockdale-county-ga-hyperscale-data-center-campus/,https://www.datacenterdynamics.com/en/news/dc-blox-secures-115bn-green-loan-for-atlanta-data-center-development/,,,,,,33.689362,-84.045662,10/16/2025,10/16/2025,5,,,,"1,016,828",,68,,,Approved/Permitted/Under construction,,,Rockdale,,,Media Monitoring and Sci4GA
122,Rockdale Technology Park,1975 Sigman Rd,Conyers,GA,30012,High,,SDP Aquisitions LLC,,Other sources,https://www.11alive.com/article/tech/metro-atlanta-data-center-proposed-53-acre-site/85-ac4c267f-95ad-4670-85c6-bdae1b9a337a,,,,,,,,33.686821,-84.052223,10/16/2025,10/16/2025,5,,,,"837,500",,,,,Proposed,,,Rockdale,,,Sci4GA
123,Project Splice (Red Wolf DCD),Old Nesbitt Rd,Cordele,GA,,High,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/21-million-sq-ft-technology-campus-proposed-in-southern-georgia/,,,,,,,,31.971130,-83.731600,8/25/2025,8/25/2025,1,,7,,"2,100,000",,,$6 billion,7 buildings plus substation,Proposed,,,,,,Media Monitoring
127,Gregory Road Data Center,Off of Gregory Rd,Covington,GA,30014,High,,Universal Planning and Development LLC,,Other sources,https://www.ajc.com/news/business/sprawling-data-center-campuses-proposed-south-and-east-of-atlanta/5QKZEN5W45GU5NCHUHGVYX4UUM/,,,,,,,,33.653538,-83.813980,10/16/2025,10/16/2025,5,,,,"1,410,000",,,,,Proposed,,,Newton,,,Sci4GA
126,"JBW Investments, LLC data center",corner of Flat Rock Rd and Gregory Rd,Covington,GA,30014,Medium,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/plans-filed-for-14-million-sq-ft-data-center-campus-outside-atlanta-georgia/,,,,,,,,33.653029,-83.822353,10/15/2025,10/15/2025,5,,,,"1,410,000",,213,$5.7 billion,,Proposed,,2027,Newton,,,Media Monitoring
124,Serverfarm ATL2,10835 Hazelbrand Rd NE,Covington,GA,30014,High,,Severfarm,,Other sources,https://www.datacenterdynamics.com/en/news/serverfarm-plans-natural-gas-powered-data-center-in-georgia/,,,,,,,,33.611210,-83.834381,10/16/2025,10/16/2025,4,,,,"498,960",,,,,Operating,,,Newton,,,Sci4GA
125,,11240 Brown Bridge Rd,Covington,GA,30014,High,,"Atlas Development, LLC",,Other sources,Porterdale approves new zoning overlay that would allow data centers,,,,,,,,33.586044,-83.908096,10/16/2025,10/16/2025,1,,,,"1,200,000",,,,,Proposed,,,Newton,,,Sci4GA
130,CORE DALTON 4,2768 Old Tilton Rd,Dalton,GA,,High,,Core Scientific,,Other sources,https://newschannel9.com/news/local/ai-data-center-to-occupy-10-acres-in-dalton-residents-worry-about-noise-and-disruption?fbclid=IwZXh0bgNhZW0CMTEAAR0qBKoGaPqCaC-SeXxvrxOiIw21X6S2k_Xwys5N4RXZP9MubzNyzEE1q9A_aem_GychPh4WLqAOKhyPihISPQ#,,,,,,,,34.680981,-84.944077,10/16/2025,10/16/2025,1,,,,"435,600",,,,,Proposed,,,Whitfield,,,Sci4GA
132,Core Scientific,Old Tilton Rd,Dalton,GA,30721,High,,,,Google Maps and other sources,https://daltoncitizen.com/2025/03/11/whitfield-county-commissioners-approve-rezoning-for-data-center-despite-opposition/,,,,,,,,34.688300,-84.940800,4/18/2025,4/18/2025,1,,,,,,,,"Rumored to be crypto, but Core says just AI",Unknown,,,,,,Media Monitoring
129,Dalton,2205 Industrial South Rd,Dalton,GA,30721,High,,Core Scientific,,Other sources,https://www.gem.wiki/Core_Scientific_Whitfield_County_facility,,,,,,,,34.713161,-84.951431,10/16/2025,10/16/2025,5,,,,"300,000",,,,,Operating,,,Whitfield,,,Sci4GA
128,Dalton 3,206 Boring Dr,Dalton,GA,30721,High,,Core Scientific,,Other sources,https://daltoncitizen.com/2025/09/27/dalton-whitfield-joint-development-authority-moves-forward-on-deal-for-data-center/,,,,,,,,34.701214,-84.950394,10/16/2025,10/16/2025,5,,,,"87,000",,,,,Proposed,,,Whitfield,,,Sci4GA
131,Data center,615 South Thornton Avenue,Dalton,GA,30720,High,,,,Google Maps and other sources,https://invest.jll.com/us/en/listings/special-purpose-facility/8-asset-switch-portfolio,,,,,,,,34.764180,-84.971100,5/27/2025,5/27/2025,1,,,,"57,320",,,,,Unknown,,,,,,Media Monitoring
134,Atlanta-Douglasville 1,1700 North River Road,Douglasville,GA,30122,High,,Flexential,,Other sources,https://www.datacentermap.com/usa/georgia/atlanta/flexential-atlanta-douglasville/,,,,,,,,33.730721,-84.616989,10/16/2025,10/16/2025,3,,,,"205,000",,,,,Operating,,,Douglas,,,Sci4GA
135,Atlanta-Douglasville 2,1750 North River Road,Douglasville,GA,30122,High,,Flexential,,Other sources,https://www.datacentermap.com/usa/georgia/atlanta/flexential-atlanta-douglasville-2-data-center/,,,,,,,,33.730686,-84.611191,10/16/2025,10/16/2025,3,,,,"358,000",,,,,Operating,,,Douglas,,,Sci4GA
133,Douglasville Campus,1601 North River Road,Douglasville,GA,30122,High,,Microsoft,,Other sources,https://baxtel.com/data-center/microsoft-douglasville,,,,,,,,33.731781,-84.619171,10/16/2025,10/16/2025,5,,,,"1,000,000",,,,,Operating,,,Douglas,,,Sci4GA
136,Vantage data center,Roberts Rd,Douglasville,GA,30135,Medium,,,,Google Maps and other sources,https://www.datacenterdynamics.com/en/news/vantage-plots-data-center-campus-in-atlanta-georgia/,,,,,,,,33.710540,-84.626900,6/25/2025,6/25/2025,1,,,,"1,700,000",,,,,Proposed,,,,,,Media Monitoring
